GEO_ID,S1901_C01_012E
1400000US06037900609,71250
1400000US06037900610,32386
1400000US06037900611,92938
1400000US06037900701,57238
1400000US06037900703,64688
1400000US06037900704,65721
1400000US06037900705,51746
1400000US06037900804,46299
1400000US06037900805,94552
1400000US06037900806,25465
1400000US06037900807,79302
1400000US06037900808,64620
1400000US06037900901,50509
1400000US06037900902,68276
1400000US06037901003,-
1400000US06037901007,83864
1400000US06037901008,97788
1400000US06037901009,94597
1400000US06037901010,71554
1400000US06037901011,93934
1400000US06037901012,133913
1400000US06037901013,129087
1400000US06037901014,109643
1400000US06037901101,101641
1400000US06037901102,91417
1400000US06037901209,68333
1400000US06037901210,104000
1400000US06037901214,109459
1400000US06037901215,65568
1400000US06037901216,113833
1400000US06037901217,129659
1400000US06037901218,160921
1400000US06037901300,63333
1400000US06037910002,64921
1400000US06037910210,129757
1400000US06037910211,201979
1400000US06037910212,109281
1400000US06037910213,142237
1400000US06037910214,115308
1400000US06037910215,87500
1400000US06037910216,112724
1400000US06037910217,128194
1400000US06037910218,78560
1400000US06037910301,116974
1400000US06037910302,97412
1400000US06037910401,87393
1400000US06037910404,63062
1400000US06037910405,48000
1400000US06037910501,34192
1400000US06037910502,42241
1400000US06037910504,70938
1400000US06037910505,69792
1400000US06037910601,80709
1400000US06037910602,48143
1400000US06037910605,66190
1400000US06037910606,79375
1400000US06037910607,67000
1400000US06037910608,71384
1400000US06037910706,106585
1400000US06037910707,69507
1400000US06037910709,100781
1400000US06037910712,98977
1400000US06037910713,82917
1400000US06037910714,77167
1400000US06037910715,77057
1400000US06037910716,92587
1400000US06037910717,87969
1400000US06037910718,101218
1400000US06037910719,95577
1400000US06037910720,74408
1400000US06037910721,47696
1400000US06037910804,140726
1400000US06037910807,142583
1400000US06037910808,113889
1400000US06037910809,167083
1400000US06037910810,155139
1400000US06037910814,122159
1400000US06037910815,93767
1400000US06037911001,80222
1400000US06037911100,65276
1400000US06037920013,117903
1400000US06037920015,186295
1400000US06037920016,154018
1400000US06037920017,145037
1400000US06037920018,148259
1400000US06037920020,106648
1400000US06037920028,139805
1400000US06037920029,110590
1400000US06037920030,131558
1400000US06037920031,72434
1400000US06037920034,160580
1400000US06037920035,109355
1400000US06037920038,69837
1400000US06037920039,135385
1400000US06037920040,118000
1400000US06037920041,121844
1400000US06037920042,125909
1400000US06037920043,159762
1400000US06037920044,102500
1400000US06037920045,133194
1400000US06037920046,95273
1400000US06037920047,66417
1400000US06037920048,104545
1400000US06037920049,191058
1400000US06037920050,60962
1400000US06037920102,97455
1400000US06037920104,122383
1400000US06037920106,109268
1400000US06037920109,111886
1400000US06037920110,134181
1400000US06037920111,135850
1400000US06037920112,118173
1400000US06037920114,119668
1400000US06037920115,102600
1400000US06037920116,132008
1400000US06037920118,146167
1400000US06037920119,208289
1400000US06037920120,220884
1400000US06037920121,161364
1400000US06037920200,-
1400000US06037920303,138750
1400000US06037920312,95333
1400000US06037920313,163636
1400000US06037920314,135795
1400000US06037920322,103906
1400000US06037920326,131938
1400000US06037920328,124274
1400000US06037920329,101821
1400000US06037920330,103839
1400000US06037920331,121343
1400000US06037920332,98333
1400000US06037920334,104438
1400000US06037920338,176667
1400000US06037920339,144876
1400000US06037920340,101750
1400000US06037920341,65382
1400000US06037920342,84563
1400000US06037920343,82809
1400000US06037930400,113929
1400000US06037980001,-
1400000US06037980002,-
1400000US06037980003,-
1400000US06037980004,-
1400000US06037980005,-
1400000US06037980006,-
1400000US06037980007,-
1400000US06037980008,-
1400000US06037980009,-
1400000US06037980010,-
1400000US06037980011,-
1400000US06037980012,-
1400000US06037980013,-
1400000US06037980014,-
1400000US06037980015,62534
1400000US06037980016,70833
1400000US06037980017,-
1400000US06037980018,-
1400000US06037980019,79018
1400000US06037980020,-
1400000US06037980021,-
1400000US06037980022,-
1400000US06037980023,-
1400000US06037980024,125625
1400000US06037980025,79250
1400000US06037980026,-
1400000US06037980028,-
1400000US06037980030,-
1400000US06037980031,-
1400000US06037980033,-
1400000US06037980034,-
1400000US06037980035,65750
1400000US06037980036,172829
1400000US06037980037,-
1400000US06037980038,-
1400000US06037980039,-
1400000US06037990100,-
1400000US06037990200,-
1400000US06037990300,-
